Instructor,Course,Term,Enroll,Evals Made,Rcmd Class,Rcmnd Instr,Study Hours/week,avg Grade Expected,Average grade received
"Brill, Robert L.","
TDGE 133 - Visual Ideas (A)
",SP18,15,4,"
100.0 %
","
100.0 %
",5.83,"
A (4.00)
","
N/A
"
"Meyer, Ursula","
TDGE 192 - Senior Sem. in Theatre & Dance (A)
",SP18,12,4,"
100.0 %
","
100.0 %
",5.83,"
B (3.00)
","
N/A
"
"Robichaux, Natalie Griffith","
TDGE 25 - Public Speaking (A)
",SP18,18,14,"
100.0 %
","
100.0 %
",2.68,"
A- (3.90)
","
N/A
"
"Robichaux, Natalie Griffith","
TDGE 25 - Public Speaking (B)
",SP18,20,10,"
100.0 %
","
100.0 %
",3.5,"
A- (3.71)
","
A- (3.86)
"
"Robichaux, Natalie Griffith","
TDGE 25 - Public Speaking (C)
",SP18,17,9,"
100.0 %
","
100.0 %
",3.83,"
A (4.00)
","
N/A
"
"Robichaux, Natalie Griffith","
TDGE 25 - Public Speaking (D)
",SP18,20,11,"
100.0 %
","
100.0 %
",4.9,"
A- (3.78)
","
A- (3.86)
"
"Rincon, Patricia A.","
TDGE 87 - Freshman Seminar (A)
",SP18,13,7,"
100.0 %
","
100.0 %
",0.83,"
A (4.00)
","
N/A
"
"Oates, Charles Bruce","
TDGE 87 - Freshman Seminar (B)
",SP18,11,3,"
100.0 %
","
100.0 %
",1.17,"
A (4.00)
","
N/A
"
"Burelle, Julie Sara Veronique","
TDHT 10 - Introduction to Play Analysis (A)
",SP18,15,10,"
66.7 %
","
88.9 %
",2.94,"
B+ (3.50)
","
N/A
"
"Burelle, Julie Sara Veronique","
TDHT 10 - Introduction to Play Analysis (B)
",SP18,15,12,"
77.8 %
","
88.9 %
",5.17,"
B+ (3.33)
","
N/A
"
"George, Nadine","
TDHT 101 - Topics: Lit & Theatre History (A)
",SP18,25,7,"
100.0 %
","
100.0 %
",3.7,"
A (4.00)
","
B+ (3.64)
"
"George, Nadine","
TDHT 107 - American Theatre (A)
",SP18,26,4,"
100.0 %
","
100.0 %
",4.5,"
A (4.00)
","
B+ (3.33)
"
"Burelle, Julie Sara Veronique","
TDHT 23 - Twentieth-Century Theatre (A)
",SP18,58,33,"
96.8 %
","
100.0 %
",4.13,"
B+ (3.56)
","
B+ (3.42)
"
"Weinberg, Sadie","
TDMV 1 - Beginning Ballet (A)
",SP18,26,10,"
100.0 %
","
100.0 %
",2.28,"
A (4.00)
","
A- (3.98)
"
"Glabe, Heather G.","
TDMV 1 - Beginning Ballet (B)
",SP18,26,7,"
100.0 %
","
100.0 %
",1.64,"
A- (3.71)
","
A- (3.84)
"
"Arcidiacono, Kristin","
TDMV 11 - Theatrical Tap (B)
",SP18,29,15,"
100.0 %
","
100.0 %
",2.37,"
A (4.00)
","
A- (3.92)
"
"Smith, Alison D","
TDMV 110 - Intermediate Ballet (A)
",SP18,16,11,"
100.0 %
","
100.0 %
",0.9,"
A- (3.82)
","
N/A
"
"Glabe, Heather G.","
TDMV 110 - Intermediate Ballet (B)
",SP18,21,10,"
100.0 %
","
100.0 %
",1.9,"
A- (3.88)
","
A- (3.81)
"
"Smith, Alison D","
TDMV 120 - Intermediate Contemp Dance (A)
",SP18,19,9,"
100.0 %
","
100.0 %
",0.94,"
A (4.00)
","
N/A
"
"Rincon, Patricia A.","
TDMV 120 - Intermediate Contemp Dance (B)
",SP18,21,9,"
100.0 %
","
87.5 %
",1.5,"
A (4.00)
","
A- (3.95)
"
"Rincon, Alicia","
TDMV 130 - Intermediate Jazz (A)
",SP18,24,7,"
100.0 %
","
100.0 %
",1.17,"
A (4.00)
","
A- (3.96)
"
"Devaguptapu, Divya","
TDMV 140 - Dances Of The World (A)
",SP18,46,17,"
94.1 %
","
94.1 %
",2.15,"
A (4.00)
","
A- (3.99)
"
"Caligagan, Tony","
TDMV 142 - Latin Dance of the World (A)
",SP18,36,12,"
100.0 %
","
100.0 %
",3.5,"
A- (3.91)
","
A- (3.98)
"
"Caligagan, Maria T.","
TDMV 142 - Latin Dance of the World (B)
",SP18,38,18,"
100.0 %
","
94.4 %
",4.06,"
A- (3.94)
","
A- (3.96)
"
"Caligagan, Maria T.","
TDMV 142 - Latin Dance of the World (C)
",SP18,37,10,"
100.0 %
","
100.0 %
",4.1,"
A- (3.86)
","
A- (3.96)
"
"Foster-King, Sandra","
TDMV 143 - West African Dance (A)
",SP18,44,7,"
100.0 %
","
60.0 %
",4.5,"
A (4.00)
","
A- (3.73)
"
"Caligagan, Tony","
TDMV 146 - Intermediate Latin Dance (A)
",SP18,38,10,"
87.5 %
","
87.5 %
",2.5,"
A- (3.86)
","
A- (3.98)
"
"Jun, Grace Shin Hae","
TDMV 148 - Intermediate Hip Hop (A)
",SP18,40,10,"
77.8 %
","
77.8 %
",2.5,"
B+ (3.60)
","
A- (3.87)
"
"Sammartano, Tonnie","
TDMV 2 - Beginning Contemporary Dance (A)
",SP18,29,8,"
100.0 %
","
100.0 %
",2,"
A (4.00)
","
A- (3.91)
"
"Geiger, Eric","
TDMV 2 - Beginning Contemporary Dance (B)
",SP18,23,11,"
100.0 %
","
100.0 %
",0.7,"
A (4.00)
","
A- (3.88)
"
"Rincon, Patricia A.","
TDMV 2 - Beginning Contemporary Dance (C)
",SP18,31,17,"
93.3 %
","
85.7 %
",2.1,"
A- (3.93)
","
A- (3.96)
"
"Snaith, Yolande","
TDMV 20 - Movement Lab (A)
",SP18,21,5,"
75.0 %
","
75.0 %
",2,"
A (4.00)
","
A (4.00)
"
"Rincon, Alicia","
TDMV 3 - Beginning Jazz (A)
",SP18,27,13,"
100.0 %
","
100.0 %
",2.65,"
A- (3.92)
","
A- (3.96)
"
"Snaith, Yolande","
TDPF 162 - Studies/Perform-Spring Product (A)
",SP18,14,4,"
100.0 %
","
100.0 %
",6.5,"
A (4.00)
","
N/A
"
"Guirguis, Mark C","
TDPR 6 - Theatre Practicum (A)
",SP18,38,12,"
90.0 %
","
100.0 %
",2.5,"
A- (3.70)
","
A- (3.83)
"
"Iizuka, Naomi Hisako","
TDPW 1 - Introduction to Playwriting (A)
",SP18,14,6,"
100.0 %
","
75.0 %
",3.3,"
A (4.00)
","
N/A
"
"Iizuka, Naomi Hisako","
TDPW 1 - Introduction to Playwriting (B)
",SP18,15,8,"
100.0 %
","
100.0 %
",4.25,"
A (4.00)
","
N/A
"
"Iizuka, Naomi Hisako","
TDPW 1 - Introduction to Playwriting (C)
",SP18,13,11,"
100.0 %
","
100.0 %
",3.7,"
B+ (3.67)
","
N/A
"
"Iizuka, Naomi Hisako","
TDPW 1 - Introduction to Playwriting (D)
",SP18,15,6,"
100.0 %
","
100.0 %
",5.5,"
A (4.00)
","
N/A
"
"Iizuka, Naomi Hisako","
TDPW 1 - Introduction to Playwriting (E)
",SP18,15,5,"
100.0 %
","
100.0 %
",2.9,"
A (4.00)
","
N/A
"
"Iizuka, Naomi Hisako","
TDPW 1 - Introduction to Playwriting (F)
",SP18,14,9,"
100.0 %
","
100.0 %
",4.5,"
A (4.00)
","
N/A
"
"Stein, Deborah Isobel","
TDPW 102 - Advanced Playwriting (A)
",SP18,19,9,"
100.0 %
","
100.0 %
",5.61,"
A- (3.88)
","
N/A
"
"Myers, David William","
TDPW 104 - Screenwriting (A)
",SP18,20,9,"
100.0 %
","
100.0 %
",7.75,"
B+ (3.63)
","
B+ (3.36)
"
"Wilson, Terry A.","
TDTR 10 - Introduction to Dance (A)
",SP18,50,20,"
94.7 %
","
100.0 %
",3.03,"
A- (3.83)
","
A- (3.83)
"
"Smith, Alison D","
TDTR 20 - Dance On Film (A)
",SP18,5,3,"
100.0 %
","
100.0 %
",1.83,"
A (4.00)
","
N/A
"
"Walsh, Kim C.","
TDAC 1 - Introduction to Acting (A)
",WI18,19,13,"
100.0 %
","
100.0 %
",5.05,"
B+ (3.58)
","
N/A
"
"Walsh, Kim C.","
TDAC 1 - Introduction to Acting (B)
",WI18,19,15,"
92.9 %
","
92.9 %
",2.36,"
A- (3.93)
","
N/A
"
"Walsh, Kim C.","
TDAC 1 - Introduction to Acting (C)
",WI18,19,16,"
100.0 %
","
100.0 %
",3,"
A- (3.86)
","
N/A
"
"Walsh, Kim C.","
TDAC 1 - Introduction to Acting (D)
",WI18,23,18,"
100.0 %
","
100.0 %
",2.72,"
A- (3.88)
","
A- (3.73)
"
"Walsh, Kim C.","
TDAC 1 - Introduction to Acting (E)
",WI18,20,8,"
100.0 %
","
100.0 %
",2.25,"
A- (3.71)
","
A- (3.73)
"
"Walsh, Kim C.","
TDAC 1 - Introduction to Acting (F)
",WI18,23,10,"
100.0 %
","
100.0 %
",2.06,"
B+ (3.67)
","
A- (3.73)
"
"Walsh, Kim C.","
TDAC 1 - Introduction to Acting (G)
",WI18,19,15,"
100.0 %
","
100.0 %
",1.88,"
A- (3.92)
","
N/A
"
"Walsh, Kim C.","
TDAC 1 - Introduction to Acting (H)
",WI18,20,19,"
100.0 %
","
100.0 %
",2.5,"
A- (3.88)
","
A- (3.73)
"
"Walsh, Kim C.","
TDAC 1 - Introduction to Acting (I)
",WI18,20,16,"
100.0 %
","
100.0 %
",3.3,"
A (4.00)
","
A- (3.73)
"
"Walsh, Kim C.","
TDAC 1 - Introduction to Acting (J)
",WI18,20,13,"
88.9 %
","
77.8 %
",4.72,"
A- (3.90)
","
A- (3.73)
"
"Salovey, Todd","
TDAC 101 - Acting I (A)
",WI18,21,12,"
100.0 %
","
100.0 %
",4.83,"
A- (3.92)
","
A- (3.98)
"
"Walsh, Kim C.","
TDAC 101 - Acting I (B)
",WI18,19,16,"
100.0 %
","
100.0 %
",3.7,"
B+ (3.67)
","
N/A
"
"Harting, Carla Kelso","
TDAC 102 - Acting II (A)
",WI18,22,13,"
100.0 %
","
100.0 %
",4.04,"
A (4.00)
","
A- (3.81)
"
"Rubinstein, Kim","
TDAC 103B - Acting Intensive II (A)
",WI18,22,7,"
100.0 %
","
85.7 %
",5.64,"
A (4.00)
","
A- (3.80)
"
"Harting, Carla Kelso","
TDAC 108 - Advanced Topics (A)
",WI18,16,5,"
66.7 %
","
100.0 %
",5.17,"
A (4.00)
","
N/A
"
"Robichaux, Natalie Griffith","
TDAC 115 - Movement for Actors (A)
",WI18,17,10,"
70.0 %
","
77.8 %
",5.9,"
B+ (3.30)
","
N/A
"
"Means, Charles E.","
TDAC 122 - Ensemble: Undergrad Production (A)
",WI18,13,3,"
100.0 %
","
66.7 %
",14.5,"
A (4.00)
","
N/A
"
"Guirguis, Mark C","
TDDE 1 - Intro/Design for the Theatre (A)
",WI18,72,26,"
92.0 %
","
100.0 %
",5.78,"
B+ (3.67)
","
B+ (3.65)
"
"Burrett, Alan","
TDDE 121 - Theatre Process - Lighting (A)
",WI18,14,8,"
100.0 %
","
100.0 %
",6.5,"
A- (3.75)
","
N/A
"
"Guirguis, Mark C","
TDDE 130 - Assistant Designer (A)
",WI18,6,4,"
100.0 %
","
100.0 %
",0.5,"
A (4.00)
","
N/A
"
"Cole, Melanie Chen","
TDDE 141 - Theatre Process-Sound Design (A)
",WI18,16,9,"
100.0 %
","
100.0 %
",5.61,"
A- (3.89)
","
N/A
"
"Petrovich, Victoria A.","
TDDE 151 - Digital Video Design (A)
",WI18,8,3,"
100.0 %
","
100.0 %
",3.17,"
B+ (3.67)
","
N/A
"
"Snaith, Yolande","
TDDM 100 - Dance Making 1 (A)
",WI18,15,8,"
71.4 %
","
71.4 %
",4.25,"
A- (3.88)
","
N/A
"
"Means, Charles E.","
TDDR 101 - Stage Management (A)
",WI18,31,20,"
94.7 %
","
94.1 %
",2.9,"
B+ (3.58)
","
B (3.25)
"
"Castro, Robert Jess","
TDDR 111 - Directing - Acting Process (A)
",WI18,18,7,"
83.3 %
","
100.0 %
",4.17,"
A (4.00)
","
N/A
"
"Salovey, Todd","
TDGE 1 - Introduction to Theatre (A)
",WI18,115,54,"
100.0 %
","
100.0 %
",2.35,"
A- (3.81)
","
B+ (3.65)
"
"Havis, Allan","
TDGE 10 - Theatre and Film (A)
",WI18,137,75,"
91.4 %
","
91.3 %
",1.57,"
B+ (3.65)
","
B+ (3.53)
"
"White, Bryan Curtiss","
TDGE 11 - Great Performances on Film (A)
",WI18,181,84,"
97.5 %
","
100.0 %
",2.38,"
B+ (3.67)
","
B+ (3.59)
"
"Raphaeli, Karen Adee","
TDGE 11 - Great Performances on Film (B)
",WI18,168,107,"
91.6 %
","
82.1 %
",2.25,"
A- (3.77)
","
B+ (3.67)
"
"Adler, Steven","
TDGE 122 - The Films of Woody Allen (A)
",WI18,63,30,"
81.5 %
","
85.2 %
",3.02,"
B+ (3.59)
","
B+ (3.36)
"
"Burelle, Julie Sara Veronique","
TDGE 131 - Playing Indian:Native Am Cinem (A)
",WI18,97,42,"
97.6 %
","
97.6 %
",1.93,"
A- (3.75)
","
B+ (3.69)
"
"Robichaux, Natalie Griffith","
TDGE 25 - Public Speaking (A)
",WI18,19,14,"
100.0 %
","
100.0 %
",2.83,"
A (4.00)
","
N/A
"
"Robichaux, Natalie Griffith","
TDGE 25 - Public Speaking (B)
",WI18,19,13,"
100.0 %
","
100.0 %
",3.73,"
A- (3.90)
","
N/A
"
"Robichaux, Natalie Griffith","
TDGE 25 - Public Speaking (C)
",WI18,18,10,"
100.0 %
","
100.0 %
",3.17,"
A- (3.90)
","
N/A
"
"Robichaux, Natalie Griffith","
TDGE 25 - Public Speaking (D)
",WI18,19,13,"
100.0 %
","
100.0 %
",2.33,"
A (4.00)
","
N/A
"
"Robichaux, Natalie Griffith","
TDGE 25 - Public Speaking (E)
",WI18,17,9,"
80.0 %
","
80.0 %
",2.9,"
B+ (3.60)
","
N/A
"
"Robichaux, Natalie Griffith","
TDGE 25 - Public Speaking (F)
",WI18,14,9,"
100.0 %
","
100.0 %
",4.94,"
A (4.00)
","
N/A
"
"Guirguis, Mark C","
TDGE 87 - Freshman Seminar (A)
",WI18,11,5,"
100.0 %
","
100.0 %
",1.3,"
N/A
","
N/A
"
"Rincon, Patricia A.","
TDGE 87 - Freshman Seminar (B)
",WI18,14,11,"
100.0 %
","
100.0 %
",0.68,"
A (4.00)
","
N/A
"
"Rincon, Patricia A.","
TDGE 89 - Dance Movement Exploration (A)
",WI18,17,7,"
83.3 %
","
83.3 %
",2.17,"
A (4.00)
","
N/A
"
"Burelle, Julie Sara Veronique","
TDHT 10 - Introduction to Play Analysis (A)
",WI18,16,7,"
100.0 %
","
100.0 %
",4.5,"
B+ (3.40)
","
N/A
"
"Carmody, James","
TDHT 101 - Topics: Lit & Theatre History (A)
",WI18,25,12,"
100.0 %
","
100.0 %
",3.7,"
A- (3.90)
","
A- (3.98)
"
"Carmody, James","
TDHT 119 - Production Dramaturgy (A)
",WI18,18,4,"
100.0 %
","
100.0 %
",5,"
A- (3.75)
","
N/A
"
"Smarr, Janet L.","
TDHT 22 - Theatre 1500-1900 (A)
",WI18,62,37,"
73.5 %
","
67.6 %
",5.7,"
B (3.17)
","
B (3.03)
"
"Weinberg, Sadie","
TDMV 1 - Beginning Ballet (A)
",WI18,34,17,"
100.0 %
","
100.0 %
",1.56,"
A- (3.73)
","
A- (3.79)
"
"Smith, Alison D","
TDMV 110 - Intermediate Ballet (A)
",WI18,14,13,"
100.0 %
","
100.0 %
",2.83,"
A (4.00)
","
N/A
"
"Weinberg, Sadie","
TDMV 111 - Advanced Ballet (A)
",WI18,12,10,"
100.0 %
","
100.0 %
",2.3,"
A- (3.88)
","
N/A
"
"Sammartano, Tonnie","
TDMV 120 - Intermediate Contemp Dance (A)
",WI18,14,4,"
100.0 %
","
100.0 %
",2,"
A (4.00)
","
N/A
"
"Rincon, Patricia A.","
TDMV 120 - Intermediate Contemp Dance (B)
",WI18,28,12,"
100.0 %
","
90.0 %
",1.3,"
A (4.00)
","
A- (3.97)
"
"Geiger, Eric","
TDMV 122 - Advanced Contemporary Dance (A)
",WI18,10,5,"
100.0 %
","
100.0 %
",0.9,"
A- (3.80)
","
N/A
"
"Rincon, Alicia","
TDMV 130 - Intermediate Jazz (A)
",WI18,30,12,"
100.0 %
","
100.0 %
",2.17,"
A (4.00)
","
A- (3.98)
"
"Caligagan, Tony","
TDMV 142 - Latin Dance of the World (A)
",WI18,43,18,"
100.0 %
","
100.0 %
",3.32,"
A (4.00)
","
A- (3.84)
"
"Valero, Oscar","
TDMV 142 - Latin Dance of the World (B)
",WI18,41,17,"
87.5 %
","
87.5 %
",2,"
A- (3.87)
","
A- (3.88)
"
"Caligagan, Maria T.","
TDMV 142 - Latin Dance of the World (C)
",WI18,42,21,"
100.0 %
","
100.0 %
",4.18,"
A (4.00)
","
A- (3.96)
"
"Foster-King, Sandra","
TDMV 143 - West African Dance (A)
",WI18,53,16,"
93.8 %
","
87.5 %
",3.38,"
A (4.00)
","
B+ (3.59)
"
"Caligagan, Tony","
TDMV 146 - Intermediate Latin Dance (A)
",WI18,34,10,"
100.0 %
","
100.0 %
",4.1,"
A (4.00)
","
A- (3.97)
"
"Jun, Grace Shin Hae","
TDMV 148 - Intermediate Hip Hop (A)
",WI18,30,8,"
100.0 %
","
100.0 %
",1,"
A- (3.86)
","
A- (3.79)
"
"Geiger, Eric","
TDMV 2 - Beginning Contemporary Dance (A)
",WI18,28,19,"
100.0 %
","
100.0 %
",1.06,"
A- (3.94)
","
A- (3.93)
"
"Clancy, Liam","
TDMV 2 - Beginning Contemporary Dance (B)
",WI18,31,18,"
88.9 %
","
94.1 %
",1.17,"
A- (3.94)
","
A- (3.73)
"
"Rincon, Patricia A.","
TDMV 2 - Beginning Contemporary Dance (C)
",WI18,25,8,"
100.0 %
","
100.0 %
",1.07,"
A (4.00)
","
A (4.00)
"
"Arcidiacono, Kristin","
TDMV 3 - Beginning Jazz (A)
",WI18,36,17,"
93.8 %
","
93.8 %
",1.21,"
A (4.00)
","
A- (3.93)
"
"Rincon, Alicia","
TDMV 3 - Beginning Jazz (B)
",WI18,25,10,"
100.0 %
","
80.0 %
",2.1,"
A (4.00)
","
A- (3.95)
"
"Smith, Alison D","
TDPF 161 - Studies/Perform-Winter Product (A)
",WI18,23,6,"
100.0 %
","
80.0 %
",0.9,"
A (4.00)
","
A (4.00)
"
"Snaith, Yolande","
TDPF 161 - Studies/Perform-Winter Product (A)
",WI18,23,6,"
100.0 %
","
80.0 %
",0.9,"
A (4.00)
","
A (4.00)
"
"Smith, Alison D","
TDPF 163 - Dance Repertory (A)
",WI18,4,3,"
100.0 %
","
100.0 %
",1.17,"
A (4.00)
","
N/A
"
"Snaith, Yolande","
TDPF 163 - Dance Repertory (B)
",WI18,9,3,"
100.0 %
","
100.0 %
",0.5,"
A (4.00)
","
N/A
"
"Guirguis, Mark C","
TDPR 6 - Theatre Practicum (A)
",WI18,36,11,"
90.0 %
","
100.0 %
",5.9,"
A- (3.90)
","
A- (3.87)
"
"Havis, Allan","
TDPW 101 - Playwriting Workshop I (A)
",WI18,14,7,"
100.0 %
","
100.0 %
",5.83,"
A- (3.83)
","
N/A
"
"Havis, Allan","
TDPW 101 - Playwriting Workshop I (C)
",WI18,13,4,"
100.0 %
","
100.0 %
",4.5,"
A- (3.75)
","
N/A
"
"Havis, Allan","
TDPW 101 - Playwriting Workshop I (D)
",WI18,14,5,"
100.0 %
","
100.0 %
",5.17,"
A (4.00)
","
N/A
"
"Wilson, Terry A.","
TDTR 10 - Introduction to Dance (A)
",WI18,48,17,"
100.0 %
","
100.0 %
",2.97,"
A- (3.81)
","
A- (3.80)
"
"Smith, Alison D","
TDTR 15 - Dance Movement and Analysis (A)
",WI18,3,3,"
100.0 %
","
100.0 %
",2.5,"
A (4.00)
","
N/A
"
"Carver, Leslie J.","
TMC 1 - First Year Experience (A)
",FA18,65,42,"
55.0 %
","
87.2 %
",0.79,"
A- (3.85)
","
N/A
"
"Carver, Leslie J.","
TMC 2 - Transfer Year Experience (A)
",FA18,45,17,"
75.0 %
","
87.5 %
",1.09,"
A (4.00)
","
N/A
"
"Carver, Leslie J.","
TMC 20 - Thurgood Marshall Col Hnrs Sem (A)
",FA18,31,21,"
80.0 %
","
95.0 %
",0.8,"
A (4.00)
","
N/A
"
"Dobkins, Karen R.","
TMC 87 - Freshman Seminar (A)
",FA18,19,12,"
100.0 %
","
100.0 %
",1.59,"
A (4.00)
","
N/A
"
"Sinay, Patricia","
TMC 15 - Public Service in America (A)
",SP18,7,3,"
33.3 %
","
0.0 %
",5.17,"
A (4.00)
","
N/A
"
"Carver, Leslie J.","
TMC 198 - Marshall Directed Group Study (A)
",SP18,15,5,"
100.0 %
","
100.0 %
",6,"
N/A
","
N/A
"
"Solomon, Amanda Lee Albaniel","
TMC 87 - Freshman Seminar (A)
",SP18,16,12,"
100.0 %
","
100.0 %
",1.59,"
A (4.00)
","
N/A
"
"Dobkins, Karen R.","
TMC 87 - Freshman Seminar (B)
",SP18,17,8,"
100.0 %
","
100.0 %
",0.5,"
A (4.00)
","
N/A
"
"Sinay, Patricia","
TMC 15 - Public Service in America (A)
",WI18,12,8,"
75.0 %
","
62.5 %
",4,"
B+ (3.50)
","
N/A
"
"Carver, Leslie J.","
TMC 198 - Marshall Directed Group Study (A)
",WI18,6,3,"
100.0 %
","
100.0 %
",4.5,"
A (4.00)
","
N/A
"
"Mariscal, George","
TMC 20 - Thurgood Marshall Col Hnrs Sem (A)
",WI18,12,6,"
100.0 %
","
100.0 %
",0.5,"
N/A
","
N/A
"
"Zhiri, Oumelbanine","
TWS 25 - Third World Literatures (A)
",FA18,74,31,"
72.4 %
","
69.0 %
",2.83,"
B+ (3.50)
","
B+ (3.36)
"
"Vijay, Ameeth Varma","
TWS 21 - Third World Literatures (A)
",SP18,65,45,"
88.4 %
","
90.7 %
",4.09,"
B+ (3.32)
","
B (3.16)
"
"Rahimi, Babak","
TWS 25 - Third World Literatures (A)
",WI18,64,29,"
92.6 %
","
96.3 %
",5.07,"
B+ (3.39)
","
B+ (3.54)
"
"Kwak, Nancy","
USP 1 - History/US Urban Communities (A)
",FA18,112,48,"
95.7 %
","
97.9 %
",3.99,"
B (3.24)
","
B- (2.87)
"
"Hajnal, Zoltan Lloyd","
USP 101 - Introduction/Policy Analysis (A)
",FA18,15,7,"
85.7 %
","
85.7 %
",3.93,"
B- (2.86)
","
N/A
"
"Newton, Joshua Dean","
USP 106 - Race/Ethnicity-American Cities (A)
",FA18,22,10,"
88.9 %
","
77.8 %
",1.9,"
B+ (3.67)
","
B+ (3.48)
"
"Bussell, Mirle Rabinowitz","
USP 124 - Land Use Planning (A)
",FA18,95,44,"
86.0 %
","
92.9 %
",5.1,"
B+ (3.31)
","
B (3.18)
"
"Blaise, Jean G","
USP 129 - Research Methods/Ethnic&Racial (A)
",FA18,17,8,"
75.0 %
","
100.0 %
",7,"
B+ (3.33)
","
N/A
"
"Lewis, Leslie R","
USP 140 - Healthy Placemaking (A)
",FA18,20,7,"
100.0 %
","
100.0 %
",3.93,"
B+ (3.43)
","
B+ (3.59)
"
"Lewis, Leslie R","
USP 144 - Environ/Prevent Health Issues (A)
",FA18,115,56,"
98.2 %
","
98.1 %
",5.37,"
B (3.17)
","
B (3.20)
"
"Edwards, Gregory S","
USP 151 - Real Estate Plan & Development (A)
",FA18,45,35,"
100.0 %
","
97.1 %
",4.16,"
B+ (3.64)
","
B+ (3.31)
"
"Garcia, Kathleen","
USP 170 - Sustainable Planning (A)
",FA18,30,13,"
92.3 %
","
100.0 %
",3.12,"
B+ (3.54)
","
B+ (3.39)
"
"Peerson, Susan","
USP 177 - Urban Design Practicum (A)
",FA18,20,8,"
87.5 %
","
100.0 %
",4.75,"
A- (3.88)
","
B+ (3.46)
"
"Pezzoli, Keith","
USP 186 - Senior Sequence Resrch Proposl (A)
",FA18,46,11,"
81.8 %
","
100.0 %
",9.59,"
B+ (3.55)
","
B+ (3.40)
"
"Wartell, Julie Dara","
USP 191 - GIS for Urban & Community Plan (A)
",FA18,20,6,"
100.0 %
","
100.0 %
",5.5,"
B+ (3.67)
","
B+ (3.46)
"
"Bussell, Mirle Rabinowitz","
USP 50 - Real Estate & Dev Colloquium (A)
",FA18,24,13,"
92.3 %
","
100.0 %
",0.5,"
A (4.00)
","
N/A
"
"Hajrasouliha, Amir Hossein","
USP 124 - Land Use Planning (A)
",S218,19,9,"
100.0 %
","
100.0 %
",5.25,"
B+ (3.38)
","
N/A
"
"Bussell, Mirle Rabinowitz","
USP 173GS - History/Urban Planning&Design (A)
",S118,19,18,"
100.0 %
","
100.0 %
",4.83,"
B+ (3.59)
","
N/A
"
"Peerson, Susan","
USP 183GS - Int'l Urban Design Practicum (A)
",S118,19,17,"
94.1 %
","
100.0 %
",4.03,"
A- (3.75)
","
N/A
"
"Hinds, Juli Beth","
USP 2 - Urban World System (A)
",S118,15,11,"
100.0 %
","
100.0 %
",3.05,"
B+ (3.50)
","
N/A
"
"Peerson, Susan","
USP 100 - Introduction to Urban Planning (A)
",SP18,66,25,"
92.0 %
","
91.7 %
",5.22,"
B+ (3.67)
","
B (3.22)
"
"Blaise, Jean G","
USP 105 - Urban Sociology (A)
",SP18,14,4,"
100.0 %
","
100.0 %
",7,"
B+ (3.50)
","
N/A
"
"Fletcher, Nathan","
USP 109 - Calif Government & Politics (A)
",SP18,14,4,"
100.0 %
","
100.0 %
",3.5,"
B- (2.75)
","
N/A
"
"Ho, Lisa","
USP 135 - Asn&Latna Immgrnt Wrkrs/Glbl E (A)
",SP18,19,12,"
81.8 %
","
81.8 %
",4.86,"
B (3.11)
","
N/A
"
"Lewis, Leslie R","
USP 141B - Life Course Scholars Capstone (A)
",SP18,15,8,"
100.0 %
","
100.0 %
",4.5,"
A (4.00)
","
N/A
"
"Lewis, Leslie R","
USP 145 - Aging-Social & Health Policy (A)
",SP18,130,47,"
91.1 %
","
97.7 %
",4.59,"
B+ (3.36)
","
B+ (3.35)
"
"Norr, Alex Vaughn","
USP 15 - Urban Econ/Plan&Development (A)
",SP18,46,20,"
100.0 %
","
94.7 %
",3.55,"
B+ (3.39)
","
B- (2.92)
"
"Moeder, Nathan L","
USP 152 - Real Estate/Dev Finance&Invest (A)
",SP18,23,8,"
85.7 %
","
100.0 %
",5.25,"
B+ (3.50)
","
B (3.07)
"
"Edwards, Gregory S","
USP 153 - Real Estate&DevMarket Analysis (A)
",SP18,16,14,"
100.0 %
","
100.0 %
",3.21,"
B+ (3.69)
","
N/A
"
"Hinds, Juli Beth","
USP 171 - Sustainable Development (A)
",SP18,66,15,"
93.3 %
","
100.0 %
",3.7,"
B (3.23)
","
B+ (3.45)
"
"Peerson, Susan","
USP 172 - Graphics/Visual Communication (A)
",SP18,26,12,"
100.0 %
","
100.0 %
",5.33,"
A- (3.83)
","
A- (3.85)
"
"Chavez, Richard Gerard","
USP 180 - Transportation Planning (A)
",SP18,20,5,"
100.0 %
","
100.0 %
",4.1,"
A- (3.80)
","
B+ (3.49)
"
"Wartell, Julie Dara","
USP 191 - GIS for Urban & Community Plan (A)
",SP18,24,7,"
71.4 %
","
85.7 %
",4.5,"
A- (3.71)
","
B (3.19)
"
"Bush, Barbara Ann","
USP 3 - City and Social Theory (A)
",SP18,143,109,"
72.2 %
","
80.6 %
",4.22,"
B+ (3.50)
","
B+ (3.68)
"
"Kwak, Nancy","
USP 1 - History/US Urban Communities (A)
",WI18,106,50,"
91.7 %
","
97.9 %
",4.42,"
B+ (3.33)
","
B (3.20)
"
"Erie, Steven P","
USP 113 - Politics & Policymaking/L.A. (A)
",WI18,9,3,"
100.0 %
","
100.0 %
",4.5,"
B (3.00)
","
N/A
"
"McGrory, Jack","
USP 120 - Urban Plan/Infrastruc/Real Est (A)
",WI18,23,8,"
83.3 %
","
100.0 %
",2.83,"
A (4.00)
","
A- (3.76)
"
